Synthase,Length (aa),Architecture,Classification
KKK27047.1,1908,SAT-KS-AT-PT-ACP,PKS|Type I|Non-reducing
KKK25964.1,2561,KS-AT-DH-MT-ER-KR-ACP,PKS|Type I|Highly-reducing
KKK25104.1,4006,KS-AT-DH-MT-KR-ACP-C-A-T-R,Hybrid PKS-NRPS
KKK24815.1,2570,KS-AT-DH-MT-ER-KR-ACP,PKS|Type I|Highly-reducing
KKK24813.1,2606,SAT-KS-AT-PT-ACP-ACP-MT-TE,PKS|Type I|Non-reducing
KKK24446.1,4004,KS-AT-DH-MT-KR-ACP-C-A-T-R,Hybrid PKS-NRPS
KKK23792.1,399,KS,Thiolase
KKK23055.1,2996,SAT-KS-AT-PT-ACP-MT-TR,PKS|Type I|Non-reducing
KKK22602.1,413,KS,Thiolase
KKK22380.1,2493,KS-AT-DH-MT-ER-KR-ACP,PKS|Type I|Highly-reducing
KKK22290.1,2218,SAT-KS-AT-PT-ACP-ACP-TE,PKS|Type I|Non-reducing
KKK22275.1,1638,AT-KR-KS-PPT,Fatty acid synthase
KKK22256.1,284,KS,PKS
KKK21819.1,1605,AT-KR-KS-PPT,Fatty acid synthase
KKK21517.1,2595,KS-AT-DH-MT-KR-ACP,PKS|Type I|Partially-reducing
KKK20587.1,418,KS,Thiolase
KKK20458.1,177,KS,Fatty acid synthase
KKK20299.1,2570,KS-AT-DH-MT-ER-KR-ACP,PKS|Type I|Highly-reducing
KKK20296.1,2606,SAT-KS-AT-PT-ACP-ACP-MT-TE,PKS|Type I|Non-reducing
KKK19789.1,443,KS,Thiolase
KKK19641.1,2489,SAT-KS-AT-PT-ACP-MT-TR,PKS|Type I|Non-reducing
KKK18965.1,2277,KS-AT-DH-MT-ER-KR-ACP,PKS|Type I|Highly-reducing
KKK18896.1,2468,KS-AT-DH-MT-ER-KR-ACP,PKS|Type I|Highly-reducing
KKK18646.1,428,KS,Fatty acid synthase
KKK18588.1,417,KS,Thiolase
KKK17485.1,2218,SAT-KS-AT-PT-ACP-ACP-TE,PKS|Type I|Non-reducing
KKK17274.1,418,KS,Thiolase
KKK17199.1,1765,SAT-KS-AT-PT-ACP,PKS|Type I|Non-reducing
KKK17016.1,2457,KS-AT-DH-MT-KR,PKS|Type I|Partially-reducing
KKK16776.1,761,KS,Thiolase
KKK16325.1,416,KS,Thiolase
KKK16270.1,2562,KS-AT-DH-MT-ER-KR-ACP,PKS|Type I|Highly-reducing
KKK16042.1,2118,SAT-KS-AT-PT-ACP-MT,PKS|Type I|Non-reducing
KKK15908.1,1793,SAT-KS-AT-PT-ACP,PKS|Type I|Non-reducing
KKK15868.1,677,KS-AT-DH,PKS|Type I|Partially-reducing
KKK15780.1,2204,SAT-KS-AT-PT-ACP-ACP-TE,PKS|Type I|Non-reducing
KKK15179.1,1794,SAT-KS-AT-PT-ACP,PKS|Type I|Non-reducing
KKK14381.1,1321,KS-ER-KR-ACP,PKS
KKK14159.1,417,KS,Thiolase
KKK14059.1,413,KS,Thiolase
KKK13964.1,2511,KS-AT-DH-MT-ER-KR-ACP,PKS|Type I|Highly-reducing
KKK13751.1,737,KS,Thiolase
KKK13706.1,2201,SAT-KS-AT-PT-ACP-ACP-TE,PKS|Type I|Non-reducing
KKK13626.1,458,KS,Thiolase
KKK13011.1,992,KS-AT-DH,PKS|Type I|Partially-reducing
KKK12694.1,418,KS,Thiolase
KKK12645.1,399,KS,Thiolase
KKK12619.1,1420,SAT-KS-AT-DH,PKS|Type I|Non-reducing
AJP08202.1,2237,SAT-KS-AT-PT-ACP-ACP-TE,PKS|Type I|Non-reducing
AIT39686.1,2513,KS-AT-DH-MT-ER-KR-ACP,PKS|Type I|Highly-reducing
AIT39674.1,2509,KS-AT-DH-MT-ER-KR-ACP,PKS|Type I|Highly-reducing
AIT39671.1,2509,KS-AT-DH-MT-ER-KR-ACP,PKS|Type I|Highly-reducing
EYE99809.1,417,KS,Thiolase
EYE99293.1,2497,KS-AT-DH-MT-ER-KR-ACP,PKS|Type I|Highly-reducing
EYE98507.1,2151,SAT-KS-AT-PT-ACP-ACP-TE,PKS|Type I|Non-reducing
EYE98259.1,1767,SAT-KS-AT-PT-ACP,PKS|Type I|Non-reducing
EYE97848.1,458,KS,Thiolase
EYE97768.1,1858,SAT-KS-AT-PT-ACP-TE,PKS|Type I|Non-reducing
EYE97604.1,419,KS,Thiolase
EYE97207.1,433,KS,Thiolase
EYE96821.1,2009,SAT-KS-AT-PT-ACP-TE,PKS|Type I|Non-reducing
EYE95911.1,400,KS,Thiolase
EYE95336.1,2403,KS-AT-DH-ER-KR-ACP,PKS|Type I|Highly-reducing
EYE95320.1,1603,KS-AT-DH-MT,PKS|Type I|Partially-reducing
EYE94439.1,404,KS,Thiolase
EYE93900.1,430,KS,Fatty acid synthase
EYE93272.1,413,KS,Thiolase
EYE92436.1,417,KS,Thiolase
EYE91696.1,2595,SAT-KS-AT-PT-ACP-MT-TR,PKS|Type I|Non-reducing
EYE91651.1,2901,KS-AT-DH-MT-ER-KR-ACP-TR,PKS|Type I|Highly-reducing
EYE91246.1,1782,KS-AT-DH-KR-ACP,PKS|Type I|Partially-reducing
EYE90804.1,2547,KS-AT-DH-MT-ER-KR-ACP,PKS|Type I|Highly-reducing
EYE89967.1,683,KS-AT,PKS|Type I
EAU38201.1,421,KS,Thiolase
EAU35782.1,419,KS,Thiolase
EAU35597.1,404,KS,Thiolase
EAU35431.1,2590,SAT-KS-AT-PT-ACP-ACP-MT-TE,PKS|Type I|Non-reducing
EAU35165.1,2406,KS-AT-DH-ER-KR-ACP,PKS|Type I|Highly-reducing
EAU34735.1,386,KS,Thiolase
EAU34654.1,458,KS,Thiolase
EAU34458.1,564,,
EAU33967.1,984,KS-AT-PT,PKS|Type I|Non-reducing
EAU33817.1,2597,KS-AT-DH-MT-ER-KR-ACP,PKS|Type I|Highly-reducing
EAU33309.1,788,KS,Fatty acid synthase
EAU33224.1,2426,KS-AT-DH-MT-ER-KR-ACP,PKS|Type I|Highly-reducing
EAU32819.1,1803,KS-AT-DH-KR-ACP,PKS|Type I|Partially-reducing
EAU32763.1,1777,SAT-KS-AT-PT-ACP-ACP,PKS|Type I|Non-reducing
EAU32666.1,2354,KS-AT-DH-MT-ER-KR-ACP,PKS|Type I|Highly-reducing
EAU32663.1,2409,KS-AT-DH-MT-ER-KR-ACP,PKS|Type I|Highly-reducing
EAU32451.1,2217,KS-AT-DH-ER-KR-ACP,PKS|Type I|Highly-reducing
EAU31923.1,2737,KS-AT-PT-ACP-MT-TR,PKS|Type I|Non-reducing
EAU31921.1,2611,KS-AT-DH-MT-ER-KR-ACP,PKS|Type I|Highly-reducing
EAU31762.1,1868,KS-AT-PT-ACP-ACP-TE,PKS|Type I|Non-reducing
EAU31624.1,1771,SAT-KS-AT-PT-ACP,PKS|Type I|Non-reducing
EAU31345.1,2453,KS-AT-DH-MT-ER-KR-ACP,PKS|Type I|Highly-reducing
EAU30800.1,1663,KR-KS-PPT,Fatty acid synthase
EAU30794.1,2558,SAT-KS-AT-PT-ACP-MT-TR,PKS|Type I|Non-reducing
EAU30237.1,2774,KS-AT-DH-MT-ER-KR-ACP-TR,PKS|Type I|Highly-reducing
EAU30225.1,2205,KS-AT-DH-MT-ER-KR,PKS|Type I|Highly-reducing
EAU29808.1,2438,KS-AT-DH-MT-KR-ACP,PKS|Type I|Partially-reducing
EAU29529.1,2417,KS-AT-PT-ACP-MT-TE,PKS|Type I|Non-reducing
EAU29417.1,2452,KS-AT-DH-MT-ER-KR-ACP,PKS|Type I|Highly-reducing
EAU29410.1,3004,KS-AT-DH-MT-KR-ACP-C,Hybrid PKS-NRPS
KJK68283.1,405,KS,PKS|Type III
KJK67785.1,2564,KS-AT-DH-MT-ER-KR-ACP,PKS|Type I|Highly-reducing
KJK67625.1,2101,SAT-KS-AT-PT-ACP-ACP-TE,PKS|Type I|Non-reducing
KJK67566.1,2571,SAT-KS-AT-PT-ACP-MT-TR,PKS|Type I|Non-reducing
KJK67484.1,2253,SAT-KS-AT-PT-ACP-MT,PKS|Type I|Non-reducing
KJK67481.1,2460,KS-AT-DH-MT-ER-KR-ACP,PKS|Type I|Highly-reducing
KJK67167.1,2556,KS-AT-DH-MT-ER-KR-ACP,PKS|Type I|Highly-reducing
KJK67029.1,458,KS,Thiolase
KJK66756.1,3946,KS-AT-DH-MT-KR-ACP-C-A-T-R,Hybrid PKS-NRPS
KJK66301.1,744,KS,Thiolase
KJK66052.1,389,KS,PKS|Type III
KJK66018.1,2421,KS-AT-DH-MT-ER-KR-ACP,PKS|Type I|Highly-reducing
KJK65613.1,459,KS,Thiolase
KJK65361.1,419,KS,Thiolase
KJK64046.1,1892,SAT-KS-AT-PT-ACP,PKS|Type I|Non-reducing
KJK63746.1,2470,KS-AT-DH-MT-ER-KR-ACP,PKS|Type I|Highly-reducing
KJK63726.1,2586,SAT-KS-AT-PT-ACP-MT-TR,PKS|Type I|Non-reducing
KJK63614.1,2570,KS-AT-DH-MT-ER-KR-ACP,PKS|Type I|Highly-reducing
KJK63477.1,814,KS,Fatty acid synthase
KJK63399.1,2228,SAT-KS-AT-PT-ACP-TR,PKS|Type I|Non-reducing
KJK63357.1,2502,KS-AT-DH-MT-ER-KR-ACP,PKS|Type I|Highly-reducing
KJK63253.1,2482,KS-AT-DH-MT-ER-KR-ACP,PKS|Type I|Highly-reducing
KJK63163.1,1495,KS-AT-DH-MT,PKS|Type I|Partially-reducing
KJK63007.1,2050,SAT-KS-AT-PT-ACP-TE,PKS|Type I|Non-reducing
KJK62619.1,2575,KS-AT-DH-MT-ER-KR-ACP,PKS|Type I|Highly-reducing
KJK62551.1,2689,KR-KS-AT-PT-ACP-ACP-MT-TE,PKS|Type I|Non-reducing
KJK61933.1,388,KS,Thiolase
KJK61580.1,413,KS,Thiolase
KJK60840.1,1629,AT-KR-KS,Fatty acid synthase
KJK60822.1,2393,KS-AT-DH-ER-KR-ACP,PKS|Type I|Highly-reducing
KJK60793.1,2109,SAT-KS-AT-PT-ACP-TE,PKS|Type I|Non-reducing
KJK60669.1,2385,KS-AT-DH-ER-KR-ACP,PKS|Type I|Highly-reducing
KJK60381.1,421,KS,Thiolase
EDP47078.1,1776,SAT-KS-AT-PT-ACP,PKS|Type I|Non-reducing
EAW25724.1,1777,SAT-KS-AT-PT-ACP,PKS|Type I|Non-reducing
EAW21094.1,2500,KS-AT-DH-MT-ER-KR-ACP,PKS|Type I|Highly-reducing
EAW15077.1,399,KS,Thiolase
EAW15062.1,4007,KS-AT-DH-MT-KR-ACP-C-A-T-R,Hybrid PKS-NRPS
EAW14856.1,2628,KS-AT-DH-MT-ER-KR-ACP,PKS|Type I|Highly-reducing
EAW13625.1,2495,KS-AT-DH-MT-ER-KR-ACP,PKS|Type I|Highly-reducing
EAW13612.1,1749,SAT-KS-AT-PT-ACP,PKS|Type I|Non-reducing
EAW13531.1,2517,KS-AT-DH-MT-ER-KR-ACP,PKS|Type I|Highly-reducing
EAW13520.1,2934,KS-AT-DH-MT-KR-ACP-C,Hybrid PKS-NRPS
EAW12049.1,2597,SAT-KS-AT-PT-ACP-MT-TR,PKS|Type I|Non-reducing
EAW11822.1,413,KS,Thiolase
EAW11760.1,2599,KS-AT-DH-MT-ER-KR-ACP,PKS|Type I|Highly-reducing
EAW11667.1,1720,KS-AT-DH-KR-ACP,PKS|Type I|Partially-reducing
EAW10019.1,2437,KS-AT-DH-MT-KR-ACP,PKS|Type I|Partially-reducing
EAW07624.1,3948,KS-AT-DH-MT-KR-ACP-C-A-T-R,Hybrid PKS-NRPS
EAW07567.1,418,KS,Thiolase
KIA76026.1,490,KS,PKS
KIA76017.1,2367,KS-AT-DH-MT-ER-KR-ACP,PKS|Type I|Highly-reducing
KIA76012.1,2059,SAT-KS-AT-PT-ACP-TE,PKS|Type I|Non-reducing
KIA75975.1,2541,KS-AT-DH-MT-ER-KR-ACP,PKS|Type I|Highly-reducing
KIA75970.1,2286,SAT-KS-AT-PT-ACP-ACP-MT,PKS|Type I|Non-reducing
KIA75969.1,2394,KS-AT-DH-ER-KR-ACP,PKS|Type I|Highly-reducing
KIA75959.1,2545,SAT-KS-AT-PT-ACP-MT-TR,PKS|Type I|Non-reducing
KIA75907.1,3235,TE-KS-AT-DH-ER-KR-ACP,PKS|Type I|Highly-reducing
KIA75890.1,2679,SAT-KS-AT-PT-ACP-ACP-TE,PKS|Type I|Non-reducing
KIA75874.1,2469,KS-AT-DH-MT-ER-KR-ACP,PKS|Type I|Highly-reducing
KIA75835.1,1848,SAT-KS-AT-PT-ACP,PKS|Type I|Non-reducing
KIA75825.1,2042,SAT-KS-AT-PT-ACP-TE,PKS|Type I|Non-reducing
KIA75812.1,2609,KS-AT-DH-MT-ER-KR-ACP,PKS|Type I|Highly-reducing
KIA75786.1,2423,KS-AT-DH-ER-KR-ACP,PKS|Type I|Highly-reducing
KIA75757.1,2640,KS-AT-DH-MT-ER-KR-ACP,PKS|Type I|Highly-reducing
KIA75723.1,2233,SAT-KS-AT-PT-ACP-TR,PKS|Type I|Non-reducing
KIA75675.1,2407,KS-AT-DH-ER-KR-ACP,PKS|Type I|Highly-reducing
KIA75652.1,2704,KS-AT-DH-MT-ER-KR-ACP,PKS|Type I|Highly-reducing
KIA75634.1,2224,SAT-KS-AT-PT-ACP-ACP-TE,PKS|Type I|Non-reducing
KIA75624.1,1622,MPT-ACP-KR-KS-PPT,Fatty acid synthase|alpha subunit
KIA75612.1,2818,KS-AT-DH-ER-ACP-cAT,PKS|Type I|Partially-reducing
KIA75610.1,2480,KS-AT-DH-MT-ER-KR-ACP,PKS|Type I|Highly-reducing
KIA75609.1,2561,SAT-KS-AT-PT-ACP-ACP-MT-TE,PKS|Type I|Non-reducing
KIA75596.1,2318,KS-AT-PT-ACP-ACP-MT-TE,PKS|Type I|Non-reducing
KIA75578.1,2444,KS-AT-DH-MT-ER-KR-ACP,PKS|Type I|Highly-reducing
KIA75545.1,2539,KS-AT-DH-MT-ER-KR-ACP,PKS|Type I|Highly-reducing
KIA75530.1,1789,SAT-KS-AT-PT-ACP,PKS|Type I|Non-reducing
KIA75504.1,2387,KS-AT-DH-ER-KR-ACP,PKS|Type I|Highly-reducing
KIA75490.1,2570,KS-AT-DH-ER-KR-ACP,PKS|Type I|Highly-reducing
KIA75439.1,2516,KS-AT-DH-MT-ER-KR-ACP,PKS|Type I|Highly-reducing
KIA75420.1,1716,SAT-KS-AT-DH-ACP-ACP,PKS|Type I|Non-reducing
KIA75375.1,2419,KS-AT-DH-MT-ER-KR-ACP,PKS|Type I|Highly-reducing
KIA75343.1,2233,SAT-KS-AT-PT-ACP-ACP-TE,PKS|Type I|Non-reducing
KIA75323.1,1798,SAT-KS-AT-PT-ACP,PKS|Type I|Non-reducing
AFU52693.1,120,KS,PKS
KEY83629.1,317,KS,PKS
KEY83429.1,2506,KS-AT-DH-MT-ER-KR-ACP,PKS|Type I|Highly-reducing
KEY83143.1,1807,SAT-KS-AT-PT-ACP-ACP,PKS|Type I|Non-reducing
KEY82997.1,1834,SAT-KS-AT-PT-ACP-ACP,PKS|Type I|Non-reducing
KEY82957.1,2462,KS-AT-DH-ER-KR-ACP,PKS|Type I|Highly-reducing
KEY82509.1,398,KS,Thiolase
KEY82474.1,1570,SAT-KS-AT-PT,PKS|Type I|Non-reducing
KEY82351.1,1794,SAT-KS-AT-PT-ACP,PKS|Type I|Non-reducing
KEY82310.1,1782,SAT-KS-AT-PT-ACP,PKS|Type I|Non-reducing
KEY82194.1,2609,KS-AT-DH-MT-ER-KR-ACP,PKS|Type I|Highly-reducing
KEY82116.1,549,KS,Thiolase
KEY81188.1,745,KS,Fatty acid synthase
KEY80896.1,2560,KS-AT-DH-MT-ER-KR-ACP,PKS|Type I|Highly-reducing
KEY80295.1,270,KS,Thiolase
KEY80080.1,458,KS,Thiolase
KEY80013.1,433,KS,Thiolase
KEY79901.1,2445,KS-AT-DH-MT-KR-ACP,PKS|Type I|Partially-reducing
KEY78897.1,1776,SAT-KS-AT-PT-ACP,PKS|Type I|Non-reducing
KEY77968.1,4007,KS-AT-DH-MT-KR-ACP-C-A-T-R,Hybrid PKS-NRPS
KEY77470.1,440,KS,Thiolase
KEY75796.1,419,KS,Thiolase
AHZ62760.1,194,KS,PKS
KDE85879.1,393,KS,PKS|Type III
KDE85683.1,2141,SAT-KS-AT-PT-ACP-ACP-TE,PKS|Type I|Non-reducing
KDE85089.1,3946,KS-AT-DH-MT-KR-ACP-C-A-T-R,Hybrid PKS-NRPS
KDE85087.1,2468,KS-AT-DH-MT-KR-ACP,PKS|Type I|Partially-reducing
KDE84843.1,416,KS,Thiolase
KDE84322.1,2553,KS-AT-DH-MT-ER-KR-ACP,PKS|Type I|Highly-reducing
KDE84318.1,2954,KS-AT-DH-MT-ER-KR-ACP-TR,PKS|Type I|Highly-reducing
KDE84160.1,2395,KS-AT-DH-ER-KR-ACP,PKS|Type I|Highly-reducing
KDE84103.1,2039,SAT-KS-AT-PT-ACP-TE,PKS|Type I|Non-reducing
KDE83735.1,2647,KR-KS-AT-PT-ACP-ACP-MT-TE,PKS|Type I|Non-reducing
KDE83598.1,2245,SAT-KS-AT-PT-ACP-TR,PKS|Type I|Non-reducing
KDE83562.1,2528,KS-AT-DH-MT-ER-KR-ACP,PKS|Type I|Highly-reducing
KDE82864.1,2456,SAT-KS-AT-PT-ACP-MT-TR,PKS|Type I|Non-reducing
KDE82591.1,2135,SAT-KS-AT-PT-ACP-ACP-TE,PKS|Type I|Non-reducing
KDE82317.1,253,KS,PKS|Type III
KDE82191.1,2568,KS-AT-DH-MT-ER-KR-ACP,PKS|Type I|Highly-reducing
KDE82080.1,2580,SAT-KS-AT-PT-ACP-MT-TR,PKS|Type I|Non-reducing
KDE82069.1,2121,SAT-KS-AT-PT-ACP-ACP-TE,PKS|Type I|Non-reducing
KDE82013.1,2253,SAT-KS-AT-PT-ACP-MT,PKS|Type I|Non-reducing
KDE81766.1,2460,KS-AT-DH-MT-ER-KR-ACP,PKS|Type I|Highly-reducing
KDE81724.1,2049,SAT-KS-AT-PT-ACP-TE,PKS|Type I|Non-reducing
KDE81509.1,2481,KS-AT-DH-MT-ER-KR-ACP,PKS|Type I|Highly-reducing
KDE81226.1,1722,SAT-KS-AT-PT-ACP,PKS|Type I|Non-reducing
KDE80734.1,1890,SAT-KS-AT-PT-ACP,PKS|Type I|Non-reducing
KDE79571.1,421,KS,Thiolase
KDE79551.1,2555,KS-AT-DH-MT-ER-KR-ACP,PKS|Type I|Highly-reducing
KDE79101.1,419,KS,Thiolase
KDE79096.1,458,KS,Thiolase
KDE78926.1,432,KS,Thiolase
KDE78705.1,2421,KS-AT-DH-MT-KR-ACP,PKS|Type I|Partially-reducing
KDE78537.1,3871,KS-AT-DH-MT-KR-ACP-C-A-T-R,Hybrid PKS-NRPS
KDE78421.1,413,KS,Thiolase
KDE78012.1,2374,KS-AT-DH-ER-KR-ACP,PKS|Type I|Highly-reducing
KDE77995.1,1783,AT-KR-KS,Fatty acid synthase
KDE77236.1,2529,KS-AT-DH-MT-ER-KR-ACP,PKS|Type I|Highly-reducing
KDE76623.1,459,KS,Thiolase
KDE75709.1,1766,KS-AT-DH-KR-ACP,PKS|Type I|Partially-reducing
KDE75593.1,399,KS,Thiolase
AHL29081.1,219,KS,PKS
AHL29080.1,220,KS,PKS
AHH02422.1,216,KS,PKS
AHH02415.1,226,KS,PKS
AHH02414.1,226,KS,PKS
AHH02413.1,226,KS,PKS
AHH02410.1,222,KS,PKS
AHC92179.1,202,KS,PKS
AGF85804.1,160,KS,PKS
AGF85803.1,160,KS,PKS
AGF85802.1,139,KS,PKS
AGF85801.1,139,KS,PKS
AGF85800.1,139,KS,PKS
AGF85799.1,139,KS,PKS
AGF85798.1,210,KS,PKS
AGF85797.1,210,KS,PKS
AGF85796.1,210,KS,PKS
AGF85795.1,210,KS,PKS
AGF85794.1,210,KS,PKS
AGF85793.1,140,KS,PKS
AGF85792.1,140,KS,PKS
AGF85791.1,140,KS,PKS
AGI05041.1,2435,KS-AT-DH-ER-KR-ACP,PKS|Type I|Highly-reducing
AGC95324.1,2387,KS-AT-DH-ER-KR-ACP,PKS|Type I|Highly-reducing
AGC95321.1,2083,SAT-KS-AT-PT-ACP-TE,PKS|Type I|Non-reducing
EIT83412.1,2468,KS-AT-DH-MT-KR-ACP,PKS|Type I|Partially-reducing
EIT83384.1,3946,KS-AT-DH-MT-KR-ACP-C-A-T-R,Hybrid PKS-NRPS
EIT82886.1,2954,KS-AT-DH-MT-ER-KR-ACP-TR,PKS|Type I|Highly-reducing
EIT82867.1,2553,KS-AT-DH-MT-ER-KR-ACP,PKS|Type I|Highly-reducing
EIT82410.1,2574,SAT-KS-AT-PT-ACP-MT-TR,PKS|Type I|Non-reducing
EIT82404.1,2121,SAT-KS-AT-PT-ACP-ACP-TE,PKS|Type I|Non-reducing
EIT81872.1,2049,SAT-KS-AT-PT-ACP-TE,PKS|Type I|Non-reducing
EIT81598.1,459,KS,Thiolase
EIT81451.1,2245,SAT-KS-AT-PT-ACP-TR,PKS|Type I|Non-reducing
EIT81441.1,2528,KS-AT-DH-MT-ER-KR-ACP,PKS|Type I|Highly-reducing
EIT81356.1,2039,SAT-KS-AT-PT-ACP-TE,PKS|Type I|Non-reducing
EIT81225.1,393,KS,PKS|Type III
EIT80840.1,419,KS,Thiolase
EIT80443.1,1890,SAT-KS-AT-PT-ACP,PKS|Type I|Non-reducing
EIT80187.1,2421,KS-AT-DH-MT-KR-ACP,PKS|Type I|Partially-reducing
EIT80163.1,2481,KS-AT-DH-MT-ER-KR-ACP,PKS|Type I|Highly-reducing
EIT79828.1,2141,SAT-KS-AT-PT-ACP-ACP-TE,PKS|Type I|Non-reducing
EIT79671.1,413,KS,Thiolase
EIT79328.1,2647,KR-KS-AT-PT-ACP-ACP-MT-TE,PKS|Type I|Non-reducing
EIT78942.1,416,KS,Thiolase
EIT78482.1,2135,SAT-KS-AT-PT-ACP-ACP-TE,PKS|Type I|Non-reducing
EIT78335.1,458,KS,Thiolase
EIT78121.1,421,KS,Thiolase
EIT77964.1,2555,KS-AT-DH-MT-ER-KR-ACP,PKS|Type I|Highly-reducing
EIT77765.1,1766,KS-AT-DH-KR-ACP,PKS|Type I|Partially-reducing
EIT77277.1,253,KS,PKS|Type III
EIT76972.1,2395,KS-AT-DH-ER-KR-ACP,PKS|Type I|Highly-reducing
EIT76300.1,2529,KS-AT-DH-MT-ER-KR-ACP,PKS|Type I|Highly-reducing
EIT75517.1,2253,SAT-KS-AT-PT-ACP-MT,PKS|Type I|Non-reducing
EIT75368.1,2460,KS-AT-DH-MT-ER-KR-ACP,PKS|Type I|Highly-reducing
EIT75060.1,1722,SAT-KS-AT-PT-ACP,PKS|Type I|Non-reducing
EIT74418.1,1783,AT-KR-KS,Fatty acid synthase
EIT74370.1,2374,KS-AT-DH-ER-KR-ACP,PKS|Type I|Highly-reducing
EIT73707.1,3880,KS-AT-DH-MT-KR-ACP-C-A-T-R,Hybrid PKS-NRPS
EIT73661.1,399,KS,Thiolase
EIT73496.1,432,KS,Thiolase
EIT73118.1,2568,KS-AT-DH-MT-ER-KR-ACP,PKS|Type I|Highly-reducing
EIT73076.1,2456,SAT-KS-AT-PT-ACP-MT-TR,PKS|Type I|Non-reducing
AFK08444.1,229,KS,PKS
AFK08443.1,220,KS,PKS
AFK08442.1,221,KS,PKS
AFK08441.1,221,KS,PKS
AFK08438.1,221,KS,PKS
AFK08437.1,229,KS,PKS
AFK08436.1,229,KS,PKS
AFK08435.1,229,KS,PKS
AFK08434.1,229,KS,PKS
AFK08433.1,229,KS,PKS
AFA26400.1,3906,KS-AT-DH-MT-KR-ACP-C-A-T-R,Hybrid PKS-NRPS
AFA26395.1,3907,KS-AT-DH-MT-KR-ACP-C-A-T-R,Hybrid PKS-NRPS
AFA26394.1,703,KS-AT,PKS|Type I
AFA26390.1,3906,KS-AT-DH-MT-KR-ACP-C-A-T-R,Hybrid PKS-NRPS
AFA26387.1,3906,KS-AT-DH-MT-KR-ACP-C-A-T-R,Hybrid PKS-NRPS
AFA26384.1,3906,KS-AT-DH-MT-KR-ACP-C-A-T-R,Hybrid PKS-NRPS
AFA26381.1,3906,KS-AT-DH-MT-KR-ACP-C-A-T-R,Hybrid PKS-NRPS
AFA26379.1,3906,KS-AT-DH-MT-KR-ACP-C-A-T-R,Hybrid PKS-NRPS
AEO89340.1,1796,A-T-KS-AT-ACP,Hybrid PKS-NRPS
AEO89339.1,1796,A-T-KS-AT-ACP,Hybrid PKS-NRPS
AEO89338.1,1796,A-T-KS-AT-ACP,Hybrid PKS-NRPS
AEO89337.1,1796,A-T-KS-AT-ACP,Hybrid PKS-NRPS
AEO89336.1,1796,A-T-KS-AT-ACP,Hybrid PKS-NRPS
AEO89335.1,1796,A-T-KS-AT-ACP,Hybrid PKS-NRPS
AEO89334.1,1796,A-T-KS-AT-ACP,Hybrid PKS-NRPS
AEO89333.1,1796,A-T-KS-AT-ACP,Hybrid PKS-NRPS
EAL91103.2,2397,KS-AT-DH-MT-KR-ACP,PKS|Type I|Partially-reducing
EAL94057.1,2146,SAT-KS-AT-PT-ACP-ACP-TE,PKS|Type I|Non-reducing
EAL93430.1,420,KS,Thiolase
EAL92117.1,2514,KS-AT-DH-MT-ER-KR-ACP,PKS|Type I|Highly-reducing
EAL90597.1,418,KS,Thiolase
EAL87062.1,440,KS,Thiolase
ADY75778.1,170,KS,PKS
ADY75764.1,212,KS,PKS
ADY75761.1,180,KS,PKS
ADY75753.1,187,KS,PKS
EHA28527.1,2128,SAT-KS-AT-PT-ACP-ACP-TE,PKS|Type I|Non-reducing
EHA28496.1,2468,KS-AT-DH-MT-ER-KR-ACP,PKS|Type I|Highly-reducing
EHA28244.1,2533,KS-AT-DH-MT-ER-KR-ACP,PKS|Type I|Highly-reducing
EHA28237.1,2599,SAT-KS-AT-PT-ACP-MT-TR,PKS|Type I|Non-reducing
EHA28193.1,2313,KS-AT-DH-MT-ER-KR-ACP,PKS|Type I|Highly-reducing
EHA27898.1,1854,A-T-KS-AT-ACP,Hybrid PKS-NRPS
EHA27680.1,3537,KS-AT-DH-MT-KR-ACP-C-A-T,Hybrid PKS-NRPS
EHA27435.1,3779,KS-AT-DH-MT-KR-ACP-C-A-T-R,Hybrid PKS-NRPS
EHA27408.1,2202,KS-AT-DH-ER-KR-ACP,PKS|Type I|Highly-reducing
EHA27367.1,433,KS,Thiolase
EHA27265.1,413,KS,Thiolase
EHA26583.1,2285,KS-AT-DH-ER-KR-ACP,PKS|Type I|Highly-reducing
EHA26581.1,2527,KS-AT-DH-MT-ER-KR-ACP,PKS|Type I|Highly-reducing
EHA26223.1,2358,KS-AT-DH-MT-ER-KR-ACP,PKS|Type I|Highly-reducing
EHA25844.1,2517,KS-AT-PT-ACP-MT-TR,PKS|Type I|Non-reducing
EHA25794.1,2288,KS-AT-DH-MT-ER-KR,PKS|Type I|Highly-reducing
EHA25789.1,425,KS,PKS
EHA25422.1,2198,KS-AT-DH-ER-KR-ACP,PKS|Type I|Highly-reducing
EHA24757.1,2347,KS-AT-DH-MT-ER-KR-ACP,PKS|Type I|Highly-reducing
EHA24700.1,2559,KS-AT-DH-MT-ER-KR-ACP,PKS|Type I|Highly-reducing
EHA24574.1,2590,KS-AT-DH-MT-ER-KR-ACP,PKS|Type I|Highly-reducing
EHA23729.1,598,KS-AT,PKS|Type I
EHA23656.1,3759,KS-AT-DH-KR-ACP-C-A-T-R,Hybrid PKS-NRPS
EHA23593.1,416,KS,Fatty acid synthase
EHA23246.1,2462,KS-AT-DH-MT-ER-KR-ACP,PKS|Type I|Highly-reducing
